제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
비엠더블유코리아(주),MINI Cooper SD Countryman ALL4,2012-02-29,2015-03-27,2021-01-08,"BMW 자체 품질 조사 결과 2007년 11월 13일부터 2015년 5월 29일까지 생산된 BMW 520d 등 56개모델의 일부 차량에서 타이밍체인①과 관련한 제작결함이 발견 되었습니다. 사용시간 경과에 따라 타이밍체인의 늘어남은 발생할 수 있으나 타이밍체인 텐셔너가 장력을 유지시켜줍니다. 다만, 주행 조건(극심한 정체, 짧은 주행거리 등)에 따른 DPF(디젤미립자필터)의 재생 빈도와 수준 등의 영향으로 연료(경유)가 엔진오일과 희석될 수 있습니다."
비엠더블유코리아(주),MINI Cooper SD Countryman,2012-03-01,2014-06-23,2021-01-08,"BMW 자체 품질 조사 결과 2007년 11월 13일부터 2015년 5월 29일까지 생산된 BMW 520d 등 56개모델의 일부 차량에서 타이밍체인①과 관련한 제작결함이 발견 되었습니다. 사용시간 경과에 따라 타이밍체인의 늘어남은 발생할 수 있으나 타이밍체인 텐셔너가 장력을 유지시켜줍니다. 다만, 주행 조건(극심한 정체, 짧은 주행거리 등)에 따른 DPF(디젤미립자필터)의 재생 빈도와 수준 등의 영향으로 연료(경유)가 엔진오일과 희석될 수 있습니다."
비엠더블유코리아(주),BMW 525d xDrive Touring,2014-04-10,2014-07-11,2021-01-08,"BMW 자체 품질 조사 결과 2007년 11월 13일부터 2015년 5월 29일까지 생산된 BMW 520d 등 56개모델의 일부 차량에서 타이밍체인①과 관련한 제작결함이 발견 되었습니다. 사용시간 경과에 따라 타이밍체인의 늘어남은 발생할 수 있으나 타이밍체인 텐셔너가 장력을 유지시켜줍니다. 다만, 주행 조건(극심한 정체, 짧은 주행거리 등)에 따른 DPF(디젤미립자필터)의 재생 빈도와 수준 등의 영향으로 연료(경유)가 엔진오일과 희석될 수 있습니다."
비엠더블유코리아(주),BMW 320d ED,2010-06-09,2011-07-07,2021-01-08,"BMW 자체 품질 조사 결과 2007년 11월 13일부터 2015년 5월 29일까지 생산된 BMW 520d 등 56개모델의 일부 차량에서 타이밍체인①과 관련한 제작결함이 발견 되었습니다. 사용시간 경과에 따라 타이밍체인의 늘어남은 발생할 수 있으나 타이밍체인 텐셔너가 장력을 유지시켜줍니다. 다만, 주행 조건(극심한 정체, 짧은 주행거리 등)에 따른 DPF(디젤미립자필터)의 재생 빈도와 수준 등의 영향으로 연료(경유)가 엔진오일과 희석될 수 있습니다."
비엠더블유코리아(주),BMW 320d,2010-03-12,2011-11-01,2021-01-08,"BMW 자체 품질 조사 결과 2007년 11월 13일부터 2015년 5월 29일까지 생산된 BMW 520d 등 56개모델의 일부 차량에서 타이밍체인①과 관련한 제작결함이 발견 되었습니다. 사용시간 경과에 따라 타이밍체인의 늘어남은 발생할 수 있으나 타이밍체인 텐셔너가 장력을 유지시켜줍니다. 다만, 주행 조건(극심한 정체, 짧은 주행거리 등)에 따른 DPF(디젤미립자필터)의 재생 빈도와 수준 등의 영향으로 연료(경유)가 엔진오일과 희석될 수 있습니다."
비엠더블유코리아(주),BMW 320d,2009-04-07,2010-03-16,2021-01-08,"BMW 자체 품질 조사 결과 2007년 11월 13일부터 2015년 5월 29일까지 생산된 BMW 520d 등 56개모델의 일부 차량에서 타이밍체인①과 관련한 제작결함이 발견 되었습니다. 사용시간 경과에 따라 타이밍체인의 늘어남은 발생할 수 있으나 타이밍체인 텐셔너가 장력을 유지시켜줍니다. 다만, 주행 조건(극심한 정체, 짧은 주행거리 등)에 따른 DPF(디젤미립자필터)의 재생 빈도와 수준 등의 영향으로 연료(경유)가 엔진오일과 희석될 수 있습니다."
비엠더블유코리아(주),BMW 320d,2008-05-06,2009-03-13,2021-01-08,"BMW 자체 품질 조사 결과 2007년 11월 13일부터 2015년 5월 29일까지 생산된 BMW 520d 등 56개모델의 일부 차량에서 타이밍체인①과 관련한 제작결함이 발견 되었습니다. 사용시간 경과에 따라 타이밍체인의 늘어남은 발생할 수 있으나 타이밍체인 텐셔너가 장력을 유지시켜줍니다. 다만, 주행 조건(극심한 정체, 짧은 주행거리 등)에 따른 DPF(디젤미립자필터)의 재생 빈도와 수준 등의 영향으로 연료(경유)가 엔진오일과 희석될 수 있습니다."
비엠더블유코리아(주),MINI Cooper SD Clubman,2012-06-19,2014-05-15,2021-01-08,"BMW 자체 품질 조사 결과 2007년 11월 13일부터 2015년 5월 29일까지 생산된 BMW 520d 등 56개모델의 일부 차량에서 타이밍체인①과 관련한 제작결함이 발견 되었습니다. 사용시간 경과에 따라 타이밍체인의 늘어남은 발생할 수 있으나 타이밍체인 텐셔너가 장력을 유지시켜줍니다. 다만, 주행 조건(극심한 정체, 짧은 주행거리 등)에 따른 DPF(디젤미립자필터)의 재생 빈도와 수준 등의 영향으로 연료(경유)가 엔진오일과 희석될 수 있습니다."
비엠더블유코리아(주),MINI Cooper SD,2011-11-05,2013-10-29,2021-01-08,"BMW 자체 품질 조사 결과 2007년 11월 13일부터 2015년 5월 29일까지 생산된 BMW 520d 등 56개모델의 일부 차량에서 타이밍체인①과 관련한 제작결함이 발견 되었습니다. 사용시간 경과에 따라 타이밍체인의 늘어남은 발생할 수 있으나 타이밍체인 텐셔너가 장력을 유지시켜줍니다. 다만, 주행 조건(극심한 정체, 짧은 주행거리 등)에 따른 DPF(디젤미립자필터)의 재생 빈도와 수준 등의 영향으로 연료(경유)가 엔진오일과 희석될 수 있습니다."
비엠더블유코리아(주),MINI Cooper D Paceman ALL4,2012-11-22,2013-05-21,2021-01-08,"BMW 자체 품질 조사 결과 2007년 11월 13일부터 2015년 5월 29일까지 생산된 BMW 520d 등 56개모델의 일부 차량에서 타이밍체인①과 관련한 제작결함이 발견 되었습니다. 사용시간 경과에 따라 타이밍체인의 늘어남은 발생할 수 있으나 타이밍체인 텐셔너가 장력을 유지시켜줍니다. 다만, 주행 조건(극심한 정체, 짧은 주행거리 등)에 따른 DPF(디젤미립자필터)의 재생 빈도와 수준 등의 영향으로 연료(경유)가 엔진오일과 희석될 수 있습니다."
비엠더블유코리아(주),MINI Cooper D Paceman,2013-01-21,2013-06-25,2021-01-08,"BMW 자체 품질 조사 결과 2007년 11월 13일부터 2015년 5월 29일까지 생산된 BMW 520d 등 56개모델의 일부 차량에서 타이밍체인①과 관련한 제작결함이 발견 되었습니다. 사용시간 경과에 따라 타이밍체인의 늘어남은 발생할 수 있으나 타이밍체인 텐셔너가 장력을 유지시켜줍니다. 다만, 주행 조건(극심한 정체, 짧은 주행거리 등)에 따른 DPF(디젤미립자필터)의 재생 빈도와 수준 등의 영향으로 연료(경유)가 엔진오일과 희석될 수 있습니다."
비엠더블유코리아(주),MINI Cooper D Countryman ALL4,2012-02-09,2015-03-30,2021-01-08,"BMW 자체 품질 조사 결과 2007년 11월 13일부터 2015년 5월 29일까지 생산된 BMW 520d 등 56개모델의 일부 차량에서 타이밍체인①과 관련한 제작결함이 발견 되었습니다. 사용시간 경과에 따라 타이밍체인의 늘어남은 발생할 수 있으나 타이밍체인 텐셔너가 장력을 유지시켜줍니다. 다만, 주행 조건(극심한 정체, 짧은 주행거리 등)에 따른 DPF(디젤미립자필터)의 재생 빈도와 수준 등의 영향으로 연료(경유)가 엔진오일과 희석될 수 있습니다."
비엠더블유코리아(주),MINI Cooper D Countryman,2012-03-02,2015-03-30,2021-01-08,"BMW 자체 품질 조사 결과 2007년 11월 13일부터 2015년 5월 29일까지 생산된 BMW 520d 등 56개모델의 일부 차량에서 타이밍체인①과 관련한 제작결함이 발견 되었습니다. 사용시간 경과에 따라 타이밍체인의 늘어남은 발생할 수 있으나 타이밍체인 텐셔너가 장력을 유지시켜줍니다. 다만, 주행 조건(극심한 정체, 짧은 주행거리 등)에 따른 DPF(디젤미립자필터)의 재생 빈도와 수준 등의 영향으로 연료(경유)가 엔진오일과 희석될 수 있습니다."
폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2020-06-29,2020-08-31,2021-01-15,"특정 기간 동안 생산된 차량 가운데, 생산 공정상의 오류로 인하여 브레이크 페달과 브레이크 페달 플레이트(발판)의 연결 부분이 정상적으로 용접 되지 않았을 가능성이 있습니다. 이러한 경우, 브레이크 페달 플레이트 연결부의 고정이 불 완전하여, 긴급 제동 시의 강한 하중에 브레이크 페달 플레이트가 브레이크 페달로부터 이탈/분리 될 가능성이 있습니다."
메르세데스벤츠코리아(주),Mercedes-AMG C 63,2018-12-16,2018-12-16,2021-01-15,"부품 공급 업체의 개발 과정 오류로 인하여 ESP컨트롤 유닛 소프트웨어가 사양에 맞지 않을 수 있습니다. 차량 주행 시 요레이트 센서가 자가 진단을 실행하는 경우에는 매우 짧은 시간이긴 하지만, ESP 컨트롤 유닛이 요레이트 센서의 값을 확인하지 못할 수 있습니다. 이러한 경우 ESP 시스템이 주행 상황에 맞게 작동되지 않을 수 있습니다."
포드세일즈서비스코리아(유),2020 Aviator,2019-08-29,2019-09-11,2021-01-15,"리어 드라이브 샤프트 용접이 부적절할 수 있습니다. 부적절한 용접은 드라이브 샤프트의 파손을 초래할 수 있으며 드라이브 샤프트의 변형, 드라이브 라인에서 분리, 연료탱크와 접촉하여 연료 누출 및 화재의 위험이 증가될 수 있습니다. 또한, 부적절하게 용접된 드라이브 샤프트는 변속기와 후륜 사이의 기계적 연결이 손실되어 의도하지 않은 차량 이동 및 동력의 손실을 초래할 수 있음"
대전기계공업(주),Ninja 400,2020-07-20,2020-12-16,2021-01-16,차량 생산 시 제조 관리가 잘못되어 부품의 강도 향상을 위한 열처리가 되지 않은 캠 샤프트 체인 텐셔너가 조립되었습니다. 강도 부족으로 인하여 캠 샤프트 체인 텐셔너가 손상되거나 파손될 경우 캠 샤프트 체인의 적절한 장력을 유지할 수 없기 때문에 캠 샤프트 체인 텐셔너가 마모되어 엔진에서 이음이 발생하거나 최악의 경우 캠 샤프트 체인의 타이밍이 어긋나 주행 중 엔진이 정지될 가능성이 있습니다.
혼다코리아(주),ACCORD,2017-08-16,2019-10-21,2021-01-18,"가. 차량 통신 네트워크에 접속되는 바디 컨트롤 모듈 (Body Control Module) 의 프로그램이 부적절하여 차량 통신 에 오류가 발생할 수 있고, 이러한 상황에서 「각종 경고등 점등」 「후진 시 후방 카메라 미작동」 , 「 와이퍼 워셔액 미 작동 」 「 보안 장치 미 작동 」 「 데이라이트 미 작동 」 「 방 향 지시기 작동 중 계기판 표시 미 작동 」 「 우천 시 전면 유리 김서리 방지기 능 미 작동 」 의 전기장치 오류가 발생할 수 있음 ※ BCM 바디 컨트롤 모듈 : 차체 전기장치를 제어하는 컴퓨터 나. 해당 결함은 FMVSS 101 조 의 S2 항 계기판 표시기의 가시성 및 인식 보장 ”, 111 조의 S5.5.5 항 후방 카메라 영상 의 가시성 유지 ” 조건을 충족시키지 못하여 제작결함 시정 조치 계획을 아래와 같이 보고함."
혼다코리아(주),ACCORD,2018-03-28,2019-10-03,2021-01-18,"가. 차량 통신 네트워크에 접속되는 바디 컨트롤 모듈 (Body Control Module) 의 프로그램이 부적절하여 차량 통신 에 오류가 발생할 수 있고, 이러한 상황에서 「각종 경고등 점등」 「후진 시 후방 카메라 미작동」 , 「 와이퍼 워셔액 미 작동 」 「 보안 장치 미 작동 」 「 데이라이트 미 작동 」 「 방 향 지시기 작동 중 계기판 표시 미 작동 」 「 우천 시 전면 유리 김서리 방지기 능 미 작동 」 의 전기장치 오류가 발생할 수 있음 ※ BCM 바디 컨트롤 모듈 : 차체 전기장치를 제어하는 컴퓨터 나. 해당 결함은 FMVSS 101 조 의 S2 항 계기판 표시기의 가시성 및 인식 보장 ”, 111 조의 S5.5.5 항 후방 카메라 영상 의 가시성 유지 ” 조건을 충족시키지 못하여 제작결함 시정 조치 계획을 아래와 같이 보고함."
혼다코리아(주),ACCORD,2017-09-22,2019-10-18,2021-01-18,"가. 차량 통신 네트워크에 접속되는 바디 컨트롤 모듈 (Body Control Module) 의 프로그램이 부적절하여 차량 통신 에 오류가 발생할 수 있고, 이러한 상황에서 「각종 경고등 점등」 「후진 시 후방 카메라 미작동」 , 「 와이퍼 워셔액 미 작동 」 「 보안 장치 미 작동 」 「 데이라이트 미 작동 」 「 방 향 지시기 작동 중 계기판 표시 미 작동 」 「 우천 시 전면 유리 김서리 방지기 능 미 작동 」 의 전기장치 오류가 발생할 수 있음 ※ BCM 바디 컨트롤 모듈 : 차체 전기장치를 제어하는 컴퓨터 나. 해당 결함은 FMVSS 101 조 의 S2 항 계기판 표시기의 가시성 및 인식 보장 ”, 111 조의 S5.5.5 항 후방 카메라 영상 의 가시성 유지 ” 조건을 충족시키지 못하여 제작결함 시정 조치 계획을 아래와 같이 보고함."
비엠더블유코리아(주),R1200GS,2012-11-15,2016-10-10,2021-01-20,축간 거리의 제원
비엠더블유코리아(주),R1200GS,2007-12-21,2008-07-04,2021-01-20,원동기 출력
비엠더블유코리아(주),K1300S,2009-11-26,2015-07-13,2021-01-20,원동기 출력
비엠더블유코리아(주),K1300R,2010-02-22,2015-07-10,2021-01-20,원동기 출력
비엠더블유코리아(주),K1300GT,2010-06-04,2010-09-10,2021-01-20,원동기 출력
비엠더블유코리아(주),K1600GTL,2011-03-07,2016-07-29,2021-01-20,원동기 출력
기아주식회사,니로 전기차(DE EV),2020-12-21,2020-12-22,2021-01-21,신규 작업자에 의해 일부 차량의 운전석 안전띠 높이조절장치 결합부가 규격 대비 낮은 토크로 조립되었을 가능성
기아주식회사,니로(DE),2020-12-21,2020-12-21,2021-01-21,신규 작업자에 의해 일부 차량의 운전석 안전띠 높이조절장치 결합부가 규격 대비 낮은 토크로 조립되었을 가능성
기아주식회사,K3(BD),2020-12-22,2020-12-22,2021-01-21,신규 작업자에 의해 일부 차량의 운전석 안전띠 높이조절장치 결합부가 규격 대비 낮은 토크로 조립되었을 가능성
